leg_id,season,week,game_type,gameday,game_id,league,team,opponent,side,archived_reference_line,source_spread_line,teased_line,game_total,geometry_class,track,shape,secondary_reason,key_numbers_crossed,p_raw,bump,p_est,total_ok,final_margin,home_score,away_score,outcome,won,cover_margin,total_bucket,p_est_bucket,line_provenance
2025_01_LV_NE-NE,2025,1,REG,2025-09-07,2025_01_LV_NE,NFL,NE,LV,home,-2.5,2.5,3.5,44.5,SECONDARY,PAPER,-2.5,other_half_point_shape,1,0.6734422108808652,0.04,0.7134422108808652,True,-7,13,20,LOSS,0.0,-3.5,43.5-45,70-71.9%,archived_reference_line
2025_01_MIA_IND-MIA,2025,1,REG,2025-09-07,2025_01_MIA_IND,NFL,MIA,IND,away,1.5,1.5,7.5,47.5,PRIMARY,LIVE,+1.5,,2,0.6631416751252381,0.07,0.7331416751252382,False,-25,33,8,LOSS,0.0,-17.5,out-of-range,72-73.9%,archived_reference_line
2025_01_MIA_IND-IND,2025,1,REG,2025-09-07,2025_01_MIA_IND,NFL,IND,MIA,home,-1.5,1.5,4.5,47.5,SECONDARY,PAPER,-1.5,other_half_point_shape,1,0.6631416751252381,0.04,0.7031416751252382,False,25,33,8,WIN,1.0,29.5,out-of-range,70-71.9%,archived_reference_line
2025_01_MIN_CHI-MIN,2025,1,REG,2025-09-08,2025_01_MIN_CHI,NFL,MIN,CHI,away,-1.5,-1.5,4.5,43.5,SECONDARY,PAPER,-1.5,other_half_point_shape,1,0.6771593818727903,0.04,0.7171593818727904,True,3,24,27,WIN,1.0,7.5,43.5-45,70-71.9%,archived_reference_line
2025_01_MIN_CHI-CHI,2025,1,REG,2025-09-08,2025_01_MIN_CHI,NFL,CHI,MIN,home,1.5,-1.5,7.5,43.5,PRIMARY,LIVE,+1.5,,2,0.6771593818727903,0.07,0.7471593818727904,True,-3,24,27,WIN,1.0,4.5,43.5-45,>=74%,archived_reference_line
2025_01_NYG_WAS-NYG,2025,1,REG,2025-09-07,2025_01_NYG_WAS,NFL,NYG,WAS,away,6.0,6.0,12.0,45.5,SECONDARY,PAPER,6.0,whole_number_line,1,0.6698722507821999,0.04,0.7098722507822,True,-15,21,6,LOSS,0.0,-3.0,45.5-47,70-71.9%,archived_reference_line
2025_01_NYG_WAS-WAS,2025,1,REG,2025-09-07,2025_01_NYG_WAS,NFL,WAS,NYG,home,-6.0,6.0,0.0,45.5,SECONDARY,PAPER,-6.0,whole_number_line,1,0.6698722507821999,0.04,0.7098722507822,True,15,21,6,WIN,1.0,15.0,45.5-47,70-71.9%,archived_reference_line
2025_01_PIT_NYJ-PIT,2025,1,REG,2025-09-07,2025_01_PIT_NYJ,NFL,PIT,NYJ,away,-3.0,-3.0,3.0,37.5,SECONDARY,PAPER,-3.0,whole_number_line,1,0.7030985713961488,0.04,0.7430985713961489,True,2,32,34,WIN,1.0,5.0,<=40,>=74%,archived_reference_line
2025_01_PIT_NYJ-NYJ,2025,1,REG,2025-09-07,2025_01_PIT_NYJ,NFL,NYJ,PIT,home,3.0,-3.0,9.0,37.5,SECONDARY,PAPER,3.0,whole_number_line,2,0.7030985713961488,0.07,0.7730985713961489,True,-2,32,34,WIN,1.0,7.0,<=40,>=74%,archived_reference_line
2025_01_SF_SEA-SF,2025,1,REG,2025-09-07,2025_01_SF_SEA,NFL,SF,SEA,away,-2.5,-2.5,3.5,43.5,SECONDARY,PAPER,-2.5,other_half_point_shape,1,0.6771593818727903,0.04,0.7171593818727904,True,4,13,17,WIN,1.0,7.5,43.5-45,70-71.9%,archived_reference_line
2025_01_SF_SEA-SEA,2025,1,REG,2025-09-07,2025_01_SF_SEA,NFL,SEA,SF,home,2.5,-2.5,8.5,43.5,PRIMARY,LIVE,+2.5,,2,0.6771593818727903,0.07,0.7471593818727904,True,-4,13,17,WIN,1.0,4.5,43.5-45,>=74%,archived_reference_line
2025_01_TB_ATL-TB,2025,1,REG,2025-09-07,2025_01_TB_ATL,NFL,TB,ATL,away,-1.5,-1.5,4.5,47.5,SECONDARY,PAPER,-1.5,other_half_point_shape,1,0.6631416751252381,0.04,0.7031416751252382,False,3,20,23,WIN,1.0,7.5,out-of-range,70-71.9%,archived_reference_line
2025_01_TB_ATL-ATL,2025,1,REG,2025-09-07,2025_01_TB_ATL,NFL,ATL,TB,home,1.5,-1.5,7.5,47.5,PRIMARY,LIVE,+1.5,,2,0.6631416751252381,0.07,0.7331416751252382,False,-3,20,23,WIN,1.0,4.5,out-of-range,72-73.9%,archived_reference_line
2025_01_TEN_DEN-TEN,2025,1,REG,2025-09-07,2025_01_TEN_DEN,NFL,TEN,DEN,away,8.5,8.5,14.5,42.5,SECONDARY,PAPER,8.5,other_half_point_shape,0,0.6810325947045215,0.0,0.6810325947045215,True,-8,20,12,WIN,1.0,6.5,40.5-43,<70%,archived_reference_line
2025_01_TEN_DEN-DEN,2025,1,REG,2025-09-07,2025_01_TEN_DEN,NFL,DEN,TEN,home,-8.5,8.5,-2.5,42.5,PRIMARY,LIVE,-8.5,,2,0.6810325947045215,0.07,0.7510325947045215,True,8,20,12,WIN,1.0,5.5,40.5-43,>=74%,archived_reference_line
2025_02_ATL_MIN-ATL,2025,2,REG,2025-09-14,2025_02_ATL_MIN,NFL,ATL,MIN,away,3.5,3.5,9.5,44.5,SECONDARY,PAPER,3.5,other_half_point_shape,1,0.6734422108808652,0.04,0.7134422108808652,True,16,6,22,WIN,1.0,25.5,43.5-45,70-71.9%,archived_reference_line
2025_02_ATL_MIN-MIN,2025,2,REG,2025-09-14,2025_02_ATL_MIN,NFL,MIN,ATL,home,-3.5,3.5,2.5,44.5,SECONDARY,PAPER,-3.5,other_half_point_shape,1,0.6734422108808652,0.04,0.7134422108808652,True,-16,6,22,LOSS,0.0,-13.5,43.5-45,70-71.9%,archived_reference_line
2025_02_BUF_NYJ-BUF,2025,2,REG,2025-09-14,2025_02_BUF_NYJ,NFL,BUF,NYJ,away,-6.0,-6.0,0.0,47.5,SECONDARY,PAPER,-6.0,whole_number_line,1,0.6631416751252381,0.04,0.7031416751252382,False,20,10,30,WIN,1.0,20.0,out-of-range,70-71.9%,archived_reference_line
2025_02_BUF_NYJ-NYJ,2025,2,REG,2025-09-14,2025_02_BUF_NYJ,NFL,NYJ,BUF,home,6.0,-6.0,12.0,47.5,SECONDARY,PAPER,6.0,whole_number_line,1,0.6631416751252381,0.04,0.7031416751252382,False,-20,10,30,LOSS,0.0,-8.0,out-of-range,70-71.9%,archived_reference_line
2025_02_CAR_ARI-CAR,2025,2,REG,2025-09-14,2025_02_CAR_ARI,NFL,CAR,ARI,away,7.0,7.0,13.0,45.5,SECONDARY,PAPER,7.0,whole_number_line,1,0.6698722507821999,0.04,0.7098722507822,True,-5,27,22,WIN,1.0,8.0,45.5-47,70-71.9%,archived_reference_line
2025_02_CAR_ARI-ARI,2025,2,REG,2025-09-14,2025_02_CAR_ARI,NFL,ARI,CAR,home,-7.0,7.0,-1.0,45.5,SECONDARY,PAPER,-7.0,whole_number_line,2,0.6698722507821999,0.07,0.7398722507822,True,5,27,22,WIN,1.0,4.0,45.5-47,72-73.9%,archived_reference_line
2025_02_CHI_DET-CHI,2025,2,REG,2025-09-14,2025_02_CHI_DET,NFL,CHI,DET,away,6.0,6.0,12.0,46.5,SECONDARY,PAPER,6.0,whole_number_line,1,0.6664412874896358,0.04,0.7064412874896359,True,-31,52,21,LOSS,0.0,-19.0,45.5-47,70-71.9%,archived_reference_line
2025_02_CHI_DET-DET,2025,2,REG,2025-09-14,2025_02_CHI_DET,NFL,DET,CHI,home,-6.0,6.0,0.0,46.5,SECONDARY,PAPER,-6.0,whole_number_line,1,0.6664412874896358,0.04,0.7064412874896359,True,31,52,21,WIN,1.0,31.0,45.5-47,70-71.9%,archived_reference_line
2025_02_CLE_BAL-CLE,2025,2,REG,2025-09-14,2025_02_CLE_BAL,NFL,CLE,BAL,away,12.5,12.5,18.5,46.5,SECONDARY,PAPER,12.5,other_half_point_shape,0,0.6664412874896358,0.0,0.6664412874896358,True,-24,41,17,LOSS,0.0,-5.5,45.5-47,<70%,archived_reference_line
2025_02_CLE_BAL-BAL,2025,2,REG,2025-09-14,2025_02_CLE_BAL,NFL,BAL,CLE,home,-12.5,12.5,-6.5,46.5,SECONDARY,PAPER,-12.5,other_half_point_shape,1,0.6664412874896358,0.04,0.7064412874896359,True,24,41,17,WIN,1.0,17.5,45.5-47,70-71.9%,archived_reference_line
2025_02_DEN_IND-DEN,2025,2,REG,2025-09-14,2025_02_DEN_IND,NFL,DEN,IND,away,-2.5,-2.5,3.5,43.5,SECONDARY,PAPER,-2.5,other_half_point_shape,1,0.6771593818727903,0.04,0.7171593818727904,True,-1,29,28,WIN,1.0,2.5,43.5-45,70-71.9%,archived_reference_line
2025_02_DEN_IND-IND,2025,2,REG,2025-09-14,2025_02_DEN_IND,NFL,IND,DEN,home,2.5,-2.5,8.5,43.5,PRIMARY,LIVE,+2.5,,2,0.6771593818727903,0.07,0.7471593818727904,True,1,29,28,WIN,1.0,9.5,43.5-45,>=74%,archived_reference_line
2025_02_JAX_CIN-JAX,2025,2,REG,2025-09-14,2025_02_JAX_CIN,NFL,JAX,CIN,away,3.5,3.5,9.5,49.5,SECONDARY,PAPER,3.5,other_half_point_shape,1,0.6569084959850626,0.04,0.6969084959850627,False,-4,31,27,WIN,1.0,5.5,out-of-range,<70%,archived_reference_line
2025_02_JAX_CIN-CIN,2025,2,REG,2025-09-14,2025_02_JAX_CIN,NFL,CIN,JAX,home,-3.5,3.5,2.5,49.5,SECONDARY,PAPER,-3.5,other_half_point_shape,1,0.6569084959850626,0.04,0.6969084959850627,False,4,31,27,WIN,1.0,6.5,out-of-range,<70%,archived_reference_line
2025_02_LAC_LV-LAC,2025,2,REG,2025-09-15,2025_02_LAC_LV,NFL,LAC,LV,away,-3.5,-3.5,2.5,46.5,SECONDARY,PAPER,-3.5,other_half_point_shape,1,0.6664412874896358,0.04,0.7064412874896359,True,11,9,20,WIN,1.0,13.5,45.5-47,70-71.9%,archived_reference_line
2025_02_LAC_LV-LV,2025,2,REG,2025-09-15,2025_02_LAC_LV,NFL,LV,LAC,home,3.5,-3.5,9.5,46.5,SECONDARY,PAPER,3.5,other_half_point_shape,1,0.6664412874896358,0.04,0.7064412874896359,True,-11,9,20,LOSS,0.0,-1.5,45.5-47,70-71.9%,archived_reference_line
2025_02_LA_TEN-LA,2025,2,REG,2025-09-14,2025_02_LA_TEN,NFL,LA,TEN,away,-5.5,-5.5,0.5,41.5,SECONDARY,PAPER,-5.5,other_half_point_shape,1,0.6850713499837193,0.04,0.7250713499837194,True,14,19,33,WIN,1.0,14.5,40.5-43,72-73.9%,archived_reference_line
2025_02_LA_TEN-TEN,2025,2,REG,2025-09-14,2025_02_LA_TEN,NFL,TEN,LA,home,5.5,-5.5,11.5,41.5,SECONDARY,PAPER,5.5,other_half_point_shape,1,0.6850713499837193,0.04,0.7250713499837194,True,-14,19,33,LOSS,0.0,-2.5,40.5-43,72-73.9%,archived_reference_line
2025_02_NE_MIA-NE,2025,2,REG,2025-09-14,2025_02_NE_MIA,NFL,NE,MIA,away,1.5,1.5,7.5,43.5,PRIMARY,LIVE,+1.5,,2,0.6771593818727903,0.07,0.7471593818727904,True,6,27,33,WIN,1.0,13.5,43.5-45,>=74%,archived_reference_line
2025_02_NE_MIA-MIA,2025,2,REG,2025-09-14,2025_02_NE_MIA,NFL,MIA,NE,home,-1.5,1.5,4.5,43.5,SECONDARY,PAPER,-1.5,other_half_point_shape,1,0.6771593818727903,0.04,0.7171593818727904,True,-6,27,33,LOSS,0.0,-1.5,43.5-45,70-71.9%,archived_reference_line
2025_02_NYG_DAL-NYG,2025,2,REG,2025-09-14,2025_02_NYG_DAL,NFL,NYG,DAL,away,4.5,4.5,10.5,44.5,SECONDARY,PAPER,4.5,other_half_point_shape,1,0.6734422108808652,0.04,0.7134422108808652,True,-3,40,37,WIN,1.0,7.5,43.5-45,70-71.9%,archived_reference_line
2025_02_NYG_DAL-DAL,2025,2,REG,2025-09-14,2025_02_NYG_DAL,NFL,DAL,NYG,home,-4.5,4.5,1.5,44.5,SECONDARY,PAPER,-4.5,other_half_point_shape,1,0.6734422108808652,0.04,0.7134422108808652,True,3,40,37,WIN,1.0,4.5,43.5-45,70-71.9%,archived_reference_line
2025_02_PHI_KC-PHI,2025,2,REG,2025-09-14,2025_02_PHI_KC,NFL,PHI,KC,away,-1.5,-1.5,4.5,46.5,SECONDARY,PAPER,-1.5,other_half_point_shape,1,0.6664412874896358,0.04,0.7064412874896359,True,3,17,20,WIN,1.0,7.5,45.5-47,70-71.9%,archived_reference_line
2025_02_PHI_KC-KC,2025,2,REG,2025-09-14,2025_02_PHI_KC,NFL,KC,PHI,home,1.5,-1.5,7.5,46.5,PRIMARY,LIVE,+1.5,,2,0.6664412874896358,0.07,0.7364412874896358,True,-3,17,20,WIN,1.0,4.5,45.5-47,72-73.9%,archived_reference_line
2025_02_SEA_PIT-SEA,2025,2,REG,2025-09-14,2025_02_SEA_PIT,NFL,SEA,PIT,away,3.5,3.5,9.5,40.5,SECONDARY,PAPER,3.5,other_half_point_shape,1,0.6892858751269062,0.04,0.7292858751269062,True,14,17,31,WIN,1.0,23.5,40.5-43,72-73.9%,archived_reference_line
2025_02_SEA_PIT-PIT,2025,2,REG,2025-09-14,2025_02_SEA_PIT,NFL,PIT,SEA,home,-3.5,3.5,2.5,40.5,SECONDARY,PAPER,-3.5,other_half_point_shape,1,0.6892858751269062,0.04,0.7292858751269062,True,-14,17,31,LOSS,0.0,-11.5,40.5-43,72-73.9%,archived_reference_line
2025_02_SF_NO-SF,2025,2,REG,2025-09-14,2025_02_SF_NO,NFL,SF,NO,away,-3.0,-3.0,3.0,40.5,SECONDARY,PAPER,-3.0,whole_number_line,1,0.6892858751269062,0.04,0.7292858751269062,True,5,21,26,WIN,1.0,8.0,40.5-43,72-73.9%,archived_reference_line
2025_02_SF_NO-NO,2025,2,REG,2025-09-14,2025_02_SF_NO,NFL,NO,SF,home,3.0,-3.0,9.0,40.5,SECONDARY,PAPER,3.0,whole_number_line,2,0.6892858751269062,0.07,0.7592858751269063,True,-5,21,26,WIN,1.0,4.0,40.5-43,>=74%,archived_reference_line
2025_02_TB_HOU-TB,2025,2,REG,2025-09-15,2025_02_TB_HOU,NFL,TB,HOU,away,2.5,2.5,8.5,42.5,PRIMARY,LIVE,+2.5,,2,0.6810325947045215,0.07,0.7510325947045215,True,1,19,20,WIN,1.0,9.5,40.5-43,>=74%,archived_reference_line
2025_02_TB_HOU-HOU,2025,2,REG,2025-09-15,2025_02_TB_HOU,NFL,HOU,TB,home,-2.5,2.5,3.5,42.5,SECONDARY,PAPER,-2.5,other_half_point_shape,1,0.6810325947045215,0.04,0.7210325947045215,True,-1,19,20,WIN,1.0,2.5,40.5-43,72-73.9%,archived_reference_line
2025_02_WAS_GB-WAS,2025,2,REG,2025-09-11,2025_02_WAS_GB,NFL,WAS,GB,away,3.5,3.5,9.5,48.5,SECONDARY,PAPER,3.5,other_half_point_shape,1,0.6599662912879087,0.04,0.6999662912879088,False,-9,27,18,WIN,1.0,0.5,out-of-range,<70%,archived_reference_line
2025_02_WAS_GB-GB,2025,2,REG,2025-09-11,2025_02_WAS_GB,NFL,GB,WAS,home,-3.5,3.5,2.5,48.5,SECONDARY,PAPER,-3.5,other_half_point_shape,1,0.6599662912879087,0.04,0.6999662912879088,False,9,27,18,WIN,1.0,11.5,out-of-range,<70%,archived_reference_line
2025_03_ARI_SF-ARI,2025,3,REG,2025-09-21,2025_03_ARI_SF,NFL,ARI,SF,away,1.5,1.5,7.5,44.5,PRIMARY,LIVE,+1.5,,2,0.6734422108808652,0.07,0.7434422108808652,True,-1,16,15,WIN,1.0,6.5,43.5-45,>=74%,archived_reference_line
2025_03_ARI_SF-SF,2025,3,REG,2025-09-21,2025_03_ARI_SF,NFL,SF,ARI,home,-1.5,1.5,4.5,44.5,SECONDARY,PAPER,-1.5,other_half_point_shape,1,0.6734422108808652,0.04,0.7134422108808652,True,1,16,15,WIN,1.0,5.5,43.5-45,70-71.9%,archived_reference_line
2025_03_ATL_CAR-ATL,2025,3,REG,2025-09-21,2025_03_ATL_CAR,NFL,ATL,CAR,away,-5.5,-5.5,0.5,44.5,SECONDARY,PAPER,-5.5,other_half_point_shape,1,0.6734422108808652,0.04,0.7134422108808652,True,-30,30,0,LOSS,0.0,-29.5,43.5-45,70-71.9%,archived_reference_line
2025_03_ATL_CAR-CAR,2025,3,REG,2025-09-21,2025_03_ATL_CAR,NFL,CAR,ATL,home,5.5,-5.5,11.5,44.5,SECONDARY,PAPER,5.5,other_half_point_shape,1,0.6734422108808652,0.04,0.7134422108808652,True,30,30,0,WIN,1.0,41.5,43.5-45,70-71.9%,archived_reference_line
2025_03_CIN_MIN-CIN,2025,3,REG,2025-09-21,2025_03_CIN_MIN,NFL,CIN,MIN,away,3.0,3.0,9.0,41.5,SECONDARY,PAPER,3.0,whole_number_line,2,0.6850713499837193,0.07,0.7550713499837194,True,-38,48,10,LOSS,0.0,-29.0,40.5-43,>=74%,archived_reference_line
2025_03_CIN_MIN-MIN,2025,3,REG,2025-09-21,2025_03_CIN_MIN,NFL,MIN,CIN,home,-3.0,3.0,3.0,41.5,SECONDARY,PAPER,-3.0,whole_number_line,1,0.6850713499837193,0.04,0.7250713499837194,True,38,48,10,WIN,1.0,41.0,40.5-43,72-73.9%,archived_reference_line
2025_03_DAL_CHI-DAL,2025,3,REG,2025-09-21,2025_03_DAL_CHI,NFL,DAL,CHI,away,-1.5,-1.5,4.5,49.5,SECONDARY,PAPER,-1.5,other_half_point_shape,1,0.6569084959850626,0.04,0.6969084959850627,False,-17,31,14,LOSS,0.0,-12.5,out-of-range,<70%,archived_reference_line
2025_03_DAL_CHI-CHI,2025,3,REG,2025-09-21,2025_03_DAL_CHI,NFL,CHI,DAL,home,1.5,-1.5,7.5,49.5,PRIMARY,LIVE,+1.5,,2,0.6569084959850626,0.07,0.7269084959850627,False,17,31,14,WIN,1.0,24.5,out-of-range,72-73.9%,archived_reference_line
2025_03_DEN_LAC-DEN,2025,3,REG,2025-09-21,2025_03_DEN_LAC,NFL,DEN,LAC,away,2.5,2.5,8.5,45.5,PRIMARY,LIVE,+2.5,,2,0.6698722507821999,0.07,0.7398722507822,True,-3,23,20,WIN,1.0,5.5,45.5-47,72-73.9%,archived_reference_line
2025_03_DEN_LAC-LAC,2025,3,REG,2025-09-21,2025_03_DEN_LAC,NFL,LAC,DEN,home,-2.5,2.5,3.5,45.5,SECONDARY,PAPER,-2.5,other_half_point_shape,1,0.6698722507821999,0.04,0.7098722507822,True,3,23,20,WIN,1.0,6.5,45.5-47,70-71.9%,archived_reference_line
2025_03_DET_BAL-DET,2025,3,REG,2025-09-22,2025_03_DET_BAL,NFL,DET,BAL,away,4.5,4.5,10.5,53.5,SECONDARY,PAPER,4.5,other_half_point_shape,1,0.6457352614471858,0.04,0.6857352614471859,False,8,30,38,WIN,1.0,18.5,out-of-range,<70%,archived_reference_line
2025_03_DET_BAL-BAL,2025,3,REG,2025-09-22,2025_03_DET_BAL,NFL,BAL,DET,home,-4.5,4.5,1.5,53.5,SECONDARY,PAPER,-4.5,other_half_point_shape,1,0.6457352614471858,0.04,0.6857352614471859,False,-8,30,38,LOSS,0.0,-6.5,out-of-range,<70%,archived_reference_line
2025_03_GB_CLE-GB,2025,3,REG,2025-09-21,2025_03_GB_CLE,NFL,GB,CLE,away,-8.5,-8.5,-2.5,41.5,PRIMARY,LIVE,-8.5,,2,0.6850713499837193,0.07,0.7550713499837194,True,-3,13,10,LOSS,0.0,-5.5,40.5-43,>=74%,archived_reference_line
2025_03_GB_CLE-CLE,2025,3,REG,2025-09-21,2025_03_GB_CLE,NFL,CLE,GB,home,8.5,-8.5,14.5,41.5,SECONDARY,PAPER,8.5,other_half_point_shape,0,0.6850713499837193,0.0,0.6850713499837193,True,3,13,10,WIN,1.0,17.5,40.5-43,<70%,archived_reference_line
2025_03_HOU_JAX-HOU,2025,3,REG,2025-09-21,2025_03_HOU_JAX,NFL,HOU,JAX,away,1.5,1.5,7.5,43.5,PRIMARY,LIVE,+1.5,,2,0.6771593818727903,0.07,0.7471593818727904,True,-7,17,10,WIN,1.0,0.5,43.5-45,>=74%,archived_reference_line
2025_03_HOU_JAX-JAX,2025,3,REG,2025-09-21,2025_03_HOU_JAX,NFL,JAX,HOU,home,-1.5,1.5,4.5,43.5,SECONDARY,PAPER,-1.5,other_half_point_shape,1,0.6771593818727903,0.04,0.7171593818727904,True,7,17,10,WIN,1.0,11.5,43.5-45,70-71.9%,archived_reference_line
2025_03_IND_TEN-IND,2025,3,REG,2025-09-21,2025_03_IND_TEN,NFL,IND,TEN,away,-6.0,-6.0,0.0,43.5,SECONDARY,PAPER,-6.0,whole_number_line,1,0.6771593818727903,0.04,0.7171593818727904,True,21,20,41,WIN,1.0,21.0,43.5-45,70-71.9%,archived_reference_line
2025_03_IND_TEN-TEN,2025,3,REG,2025-09-21,2025_03_IND_TEN,NFL,TEN,IND,home,6.0,-6.0,12.0,43.5,SECONDARY,PAPER,6.0,whole_number_line,1,0.6771593818727903,0.04,0.7171593818727904,True,-21,20,41,LOSS,0.0,-9.0,43.5-45,70-71.9%,archived_reference_line
2025_03_KC_NYG-KC,2025,3,REG,2025-09-21,2025_03_KC_NYG,NFL,KC,NYG,away,-6.0,-6.0,0.0,44.5,SECONDARY,PAPER,-6.0,whole_number_line,1,0.6734422108808652,0.04,0.7134422108808652,True,13,9,22,WIN,1.0,13.0,43.5-45,70-71.9%,archived_reference_line
2025_03_KC_NYG-NYG,2025,3,REG,2025-09-21,2025_03_KC_NYG,NFL,NYG,KC,home,6.0,-6.0,12.0,44.5,SECONDARY,PAPER,6.0,whole_number_line,1,0.6734422108808652,0.04,0.7134422108808652,True,-13,9,22,LOSS,0.0,-1.0,43.5-45,70-71.9%,archived_reference_line
