season,week,n_legs,leg_ids,teams,shapes,game_ids,predicted_p_ticket,outcome,won,n_legs_winning,same_game_legs
2020,1,2,2020_01_LAC_CIN-CIN|2020_01_MIA_NE-NE,CIN|NE,+2.5|-7.5,2020_01_LAC_CIN|2020_01_MIA_NE,0.5701327435662364,WIN,1,2,False
2020,1,2,2020_01_LAC_CIN-CIN|2020_01_CHI_DET-CHI,CIN|CHI,+2.5|+2.5,2020_01_LAC_CIN|2020_01_CHI_DET,0.5670831951653187,WIN,1,2,False
2020,1,2,2020_01_MIA_NE-NE|2020_01_CHI_DET-CHI,NE|CHI,-7.5|+2.5,2020_01_MIA_NE|2020_01_CHI_DET,0.5670831951653187,WIN,1,2,False
2020,1,3,2020_01_LAC_CIN-CIN|2020_01_MIA_NE-NE|2020_01_CHI_DET-CHI,CIN|NE|CHI,+2.5|-7.5|+2.5,2020_01_LAC_CIN|2020_01_MIA_NE|2020_01_CHI_DET,0.42818827372655816,WIN,1,3,False
2020,2,2,2020_02_WAS_ARI-ARI|2020_02_CAR_TB-TB,ARI|TB,-7.5|-7.5,2020_02_WAS_ARI|2020_02_CAR_TB,0.541119029494778,WIN,1,2,False
2020,2,2,2020_02_WAS_ARI-ARI|2020_02_KC_LAC-KC,ARI|KC,-7.5|-8.5,2020_02_WAS_ARI|2020_02_KC_LAC,0.541119029494778,WIN,1,2,False
2020,2,2,2020_02_CAR_TB-TB|2020_02_KC_LAC-KC,TB|KC,-7.5|-8.5,2020_02_CAR_TB|2020_02_KC_LAC,0.5398950638536189,WIN,1,2,False
2020,2,3,2020_02_WAS_ARI-ARI|2020_02_CAR_TB-TB|2020_02_KC_LAC-KC,ARI|TB|KC,-7.5|-7.5|-8.5,2020_02_WAS_ARI|2020_02_CAR_TB|2020_02_KC_LAC,0.39760101593365815,WIN,1,3,False
2020,3,2,2020_03_WAS_CLE-CLE|2020_03_CHI_ATL-CHI,CLE|CHI,-7.5|+2.5,2020_03_WAS_CLE|2020_03_CHI_ATL,0.5474335896108009,WIN,1,2,False
2020,3,2,2020_03_WAS_CLE-CLE|2020_03_LA_BUF-LA,CLE|LA,-7.5|+1.5,2020_03_WAS_CLE|2020_03_LA_BUF,0.5461738427144737,WIN,1,2,False
2020,3,2,2020_03_CHI_ATL-CHI|2020_03_LA_BUF-LA,CHI|LA,+2.5|+1.5,2020_03_CHI_ATL|2020_03_LA_BUF,0.5435966873873483,WIN,1,2,False
2020,3,3,2020_03_WAS_CLE-CLE|2020_03_CHI_ATL-CHI|2020_03_LA_BUF-LA,CLE|CHI|LA,-7.5|+2.5|+1.5,2020_03_WAS_CLE|2020_03_CHI_ATL|2020_03_LA_BUF,0.4031526975480511,WIN,1,3,False
2020,4,2,2020_04_LAC_TB-TB|2020_04_PHI_SF-SF,TB|SF,-7.5|-8.5,2020_04_LAC_TB|2020_04_PHI_SF,0.5556681762548301,LOSS,0,1,False
2020,12,2,2020_12_CHI_GB-GB|2020_12_MIA_NYJ-MIA,GB|MIA,-7.5|-7.5,2020_12_CHI_GB|2020_12_MIA_NYJ,0.5501222651896162,WIN,1,2,False
2020,12,2,2020_12_CHI_GB-GB|2020_12_WAS_DAL-WAS,GB|WAS,-7.5|+2.5,2020_12_CHI_GB|2020_12_WAS_DAL,0.5501222651896162,WIN,1,2,False
2020,12,2,2020_12_MIA_NYJ-MIA|2020_12_WAS_DAL-WAS,MIA|WAS,-7.5|+2.5,2020_12_MIA_NYJ|2020_12_WAS_DAL,0.5448504900894084,WIN,1,2,False
2020,12,3,2020_12_CHI_GB-GB|2020_12_MIA_NYJ-MIA|2020_12_WAS_DAL-WAS,GB|MIA|WAS,-7.5|-7.5|+2.5,2020_12_CHI_GB|2020_12_MIA_NYJ|2020_12_WAS_DAL,0.4060671856604839,WIN,1,3,False
2020,13,2,2020_13_DAL_BAL-BAL|2020_13_NO_ATL-ATL,BAL|ATL,-8.5|+2.5,2020_13_DAL_BAL|2020_13_NO_ATL,0.5448504900894084,WIN,1,2,False
2020,13,2,2020_13_DAL_BAL-BAL|2020_13_NE_LAC-NE,BAL|NE,-8.5|+2.5,2020_13_DAL_BAL|2020_13_NE_LAC,0.5423671174928443,WIN,1,2,False
2020,13,2,2020_13_NO_ATL-ATL|2020_13_NE_LAC-NE,ATL|NE,+2.5|+2.5,2020_13_NO_ATL|2020_13_NE_LAC,0.5423671174928443,WIN,1,2,False
2020,13,3,2020_13_DAL_BAL-BAL|2020_13_NO_ATL-ATL|2020_13_NE_LAC-NE,BAL|ATL|NE,-8.5|+2.5|+2.5,2020_13_DAL_BAL|2020_13_NO_ATL|2020_13_NE_LAC,0.40034280183005644,WIN,1,3,False
