season,week,n_legs,leg_ids,teams,shapes,game_ids,predicted_p_ticket,outcome,won,n_legs_winning,same_game_legs
2019,1,2,2019_01_BUF_NYJ-BUF|2019_01_DET_ARI-ARI,BUF|ARI,+2.5|+2.5,2019_01_BUF_NYJ|2019_01_DET_ARI,0.5601986932439665,WIN,1,2,False
2019,3,2,2019_03_TEN_JAX-JAX|2019_03_OAK_MIN-MIN,JAX|MIN,+1.5|-8.5,2019_03_TEN_JAX|2019_03_OAK_MIN,0.5772870269054537,WIN,1,2,False
2019,3,2,2019_03_TEN_JAX-JAX|2019_03_CAR_ARI-CAR,JAX|CAR,+1.5|+2.5,2019_03_TEN_JAX|2019_03_CAR_ARI,0.5688590122319045,WIN,1,2,False
2019,3,2,2019_03_OAK_MIN-MIN|2019_03_CAR_ARI-CAR,MIN|CAR,-8.5|+2.5,2019_03_OAK_MIN|2019_03_CAR_ARI,0.5529228029588968,WIN,1,2,False
2019,3,3,2019_03_TEN_JAX-JAX|2019_03_OAK_MIN-MIN|2019_03_CAR_ARI-CAR,JAX|MIN|CAR,+1.5|-8.5|+2.5,2019_03_TEN_JAX|2019_03_OAK_MIN|2019_03_CAR_ARI,0.4261185797542782,WIN,1,3,False
2019,4,2,2019_04_JAX_DEN-JAX|2019_04_CLE_BAL-BAL,JAX|BAL,+2.5|-7.5,2019_04_JAX_DEN|2019_04_CLE_BAL,0.5698829613886248,LOSS,0,1,False
2019,4,2,2019_04_JAX_DEN-JAX|2019_04_DAL_NO-NO,JAX|NO,+2.5|+2.5,2019_04_JAX_DEN|2019_04_DAL_NO,0.5698829613886248,WIN,1,2,False
2019,4,2,2019_04_CLE_BAL-BAL|2019_04_DAL_NO-NO,BAL|NO,-7.5|+2.5,2019_04_CLE_BAL|2019_04_DAL_NO,0.5398950638536189,LOSS,0,1,False
2019,4,3,2019_04_JAX_DEN-JAX|2019_04_CLE_BAL-BAL|2019_04_DAL_NO-NO,JAX|BAL|NO,+2.5|-7.5|+2.5,2019_04_JAX_DEN|2019_04_CLE_BAL|2019_04_DAL_NO,0.41873604892985117,LOSS,0,2,False
2019,7,2,2019_07_MIN_DET-DET|2019_07_HOU_IND-HOU,DET|HOU,+2.5|+1.5,2019_07_MIN_DET|2019_07_HOU_IND,0.5502390171463583,LOSS,0,1,False
2019,11,2,2019_11_JAX_IND-JAX|2019_11_DAL_DET-DAL,JAX|DAL,+2.5|-7.5,2019_11_JAX_IND|2019_11_DAL_DET,0.5560657171285477,LOSS,0,1,False
2019,13,2,2019_13_NYJ_CIN-CIN|2019_13_LA_ARI-ARI,CIN|ARI,+2.5|+2.5,2019_13_NYJ_CIN|2019_13_LA_ARI,0.5504026375890203,LOSS,0,1,False
2019,16,2,2019_16_OAK_LAC-LAC|2019_16_CAR_IND-IND,LAC|IND,-7.5|-7.5,2019_16_OAK_LAC|2019_16_CAR_IND,0.5474335896108009,LOSS,0,1,False
2019,16,2,2019_16_OAK_LAC-LAC|2019_16_CIN_MIA-MIA,LAC|MIA,-7.5|+1.5,2019_16_OAK_LAC|2019_16_CIN_MIA,0.5474335896108009,LOSS,0,1,False
2019,16,2,2019_16_CAR_IND-IND|2019_16_CIN_MIA-MIA,IND|MIA,-7.5|+1.5,2019_16_CAR_IND|2019_16_CIN_MIA,0.5448504900894084,WIN,1,2,False
2019,16,3,2019_16_OAK_LAC-LAC|2019_16_CAR_IND-IND|2019_16_CIN_MIA-MIA,LAC|IND|MIA,-7.5|-7.5|+1.5,2019_16_OAK_LAC|2019_16_CAR_IND|2019_16_CIN_MIA,0.4040825669774584,LOSS,0,2,False
2019,17,2,2019_17_NYJ_BUF-BUF|2019_17_CLE_CIN-CIN,BUF|CIN,+1.5|+2.5,2019_17_NYJ_BUF|2019_17_CLE_CIN,0.5780315500343973,WIN,1,2,False
