season,week,n_legs,leg_ids,teams,shapes,game_ids,predicted_p_ticket,outcome,won,n_legs_winning,same_game_legs
2018,1,2,2018_01_BUF_BAL-BAL|2018_01_DAL_CAR-DAL,BAL|DAL,-7.5|+2.5,2018_01_BUF_BAL|2018_01_DAL_CAR,0.5752620980512778,WIN,1,2,False
2018,1,2,2018_01_BUF_BAL-BAL|2018_01_JAX_NYG-NYG,BAL|NYG,-7.5|+2.5,2018_01_BUF_BAL|2018_01_JAX_NYG,0.573763349422516,WIN,1,2,False
2018,1,2,2018_01_DAL_CAR-DAL|2018_01_JAX_NYG-NYG,DAL|NYG,+2.5|+2.5,2018_01_DAL_CAR|2018_01_JAX_NYG,0.5625804210238938,WIN,1,2,False
2018,1,3,2018_01_BUF_BAL-BAL|2018_01_DAL_CAR-DAL|2018_01_JAX_NYG-NYG,BAL|DAL|NYG,-7.5|+2.5|+2.5,2018_01_BUF_BAL|2018_01_DAL_CAR|2018_01_JAX_NYG,0.43091497706314924,WIN,1,3,False
2018,3,2,2018_03_CIN_CAR-CIN|2018_03_GB_WAS-WAS,CIN|WAS,+2.5|+2.5,2018_03_CIN_CAR|2018_03_GB_WAS,0.5488563311488025,LOSS,0,1,False
2018,4,2,2018_04_NYJ_JAX-JAX|2018_04_BUF_GB-GB,JAX|GB,-7.5|-8.5,2018_04_NYJ_JAX|2018_04_BUF_GB,0.5658819878714724,WIN,1,2,False
2018,4,2,2018_04_NYJ_JAX-JAX|2018_04_DET_DAL-DET,JAX|DET,-7.5|+2.5,2018_04_NYJ_JAX|2018_04_DET_DAL,0.5658819878714724,WIN,1,2,False
2018,4,2,2018_04_NYJ_JAX-JAX|2018_04_CLE_OAK-CLE,JAX|CLE,-7.5|+2.5,2018_04_NYJ_JAX|2018_04_CLE_OAK,0.5644851696949597,WIN,1,2,False
2018,4,2,2018_04_BUF_GB-GB|2018_04_DET_DAL-DET,GB|DET,-8.5|+2.5,2018_04_BUF_GB|2018_04_DET_DAL,0.555445048067577,WIN,1,2,False
2018,4,2,2018_04_BUF_GB-GB|2018_04_CLE_OAK-CLE,GB|CLE,-8.5|+2.5,2018_04_BUF_GB|2018_04_CLE_OAK,0.5540739923424901,WIN,1,2,False
2018,4,2,2018_04_DET_DAL-DET|2018_04_CLE_OAK-CLE,DET|CLE,+2.5|+2.5,2018_04_DET_DAL|2018_04_CLE_OAK,0.5540739923424901,WIN,1,2,False
2018,4,3,2018_04_NYJ_JAX-JAX|2018_04_BUF_GB-GB|2018_04_DET_DAL-DET,JAX|GB|DET,-7.5|-8.5|+2.5,2018_04_NYJ_JAX|2018_04_BUF_GB|2018_04_DET_DAL,0.4217415794068967,WIN,1,3,False
2018,4,3,2018_04_NYJ_JAX-JAX|2018_04_BUF_GB-GB|2018_04_CLE_OAK-CLE,JAX|GB|CLE,-7.5|-8.5|+2.5,2018_04_NYJ_JAX|2018_04_BUF_GB|2018_04_CLE_OAK,0.42070055616082636,WIN,1,3,False
2018,4,3,2018_04_NYJ_JAX-JAX|2018_04_DET_DAL-DET|2018_04_CLE_OAK-CLE,JAX|DET|CLE,-7.5|+2.5|+2.5,2018_04_NYJ_JAX|2018_04_DET_DAL|2018_04_CLE_OAK,0.42070055616082636,WIN,1,3,False
2018,4,3,2018_04_BUF_GB-GB|2018_04_DET_DAL-DET|2018_04_CLE_OAK-CLE,GB|DET|CLE,-8.5|+2.5|+2.5,2018_04_BUF_GB|2018_04_DET_DAL|2018_04_CLE_OAK,0.41294129455818784,WIN,1,3,False
2018,6,2,2018_06_CHI_MIA-CHI|2018_06_BAL_TEN-TEN,CHI|TEN,-7.5|+2.5,2018_06_CHI_MIA|2018_06_BAL_TEN,0.56730756512456,LOSS,0,0,False
2018,6,2,2018_06_CHI_MIA-CHI|2018_06_PHI_NYG-NYG,CHI|NYG,-7.5|+1.5,2018_06_CHI_MIA|2018_06_PHI_NYG,0.5617745494172766,LOSS,0,0,False
2018,6,2,2018_06_BAL_TEN-TEN|2018_06_PHI_NYG-NYG,TEN|NYG,+2.5|+1.5,2018_06_BAL_TEN|2018_06_PHI_NYG,0.5528024935592587,LOSS,0,0,False
2018,6,3,2018_06_CHI_MIA-CHI|2018_06_BAL_TEN-TEN|2018_06_PHI_NYG-NYG,CHI|TEN|NYG,-7.5|+2.5|+1.5,2018_06_CHI_MIA|2018_06_BAL_TEN|2018_06_PHI_NYG,0.41973512509447775,LOSS,0,0,False
2018,8,2,2018_08_SF_ARI-ARI|2018_08_NYJ_CHI-CHI,ARI|CHI,+2.5|-8.5,2018_08_SF_ARI|2018_08_NYJ_CHI,0.5718831280607133,WIN,1,2,False
2018,8,2,2018_08_SF_ARI-ARI|2018_08_BAL_CAR-CAR,ARI|CAR,+2.5|+2.5,2018_08_SF_ARI|2018_08_BAL_CAR,0.5675041580395825,WIN,1,2,False
2018,8,2,2018_08_SF_ARI-ARI|2018_08_MIA_HOU-HOU,ARI|HOU,+2.5|-7.5,2018_08_SF_ARI|2018_08_MIA_HOU,0.5647305299442514,WIN,1,2,False
2018,8,2,2018_08_NYJ_CHI-CHI|2018_08_BAL_CAR-CAR,CHI|CAR,-8.5|+2.5,2018_08_NYJ_CHI|2018_08_BAL_CAR,0.5597309677025549,WIN,1,2,False
2018,8,2,2018_08_NYJ_CHI-CHI|2018_08_MIA_HOU-HOU,CHI|HOU,-8.5|-7.5,2018_08_NYJ_CHI|2018_08_MIA_HOU,0.5569953304109979,WIN,1,2,False
2018,8,2,2018_08_BAL_CAR-CAR|2018_08_MIA_HOU-HOU,CAR|HOU,+2.5|-7.5,2018_08_BAL_CAR|2018_08_MIA_HOU,0.5527303578421261,WIN,1,2,False
2018,8,3,2018_08_SF_ARI-ARI|2018_08_NYJ_CHI-CHI|2018_08_BAL_CAR-CAR,ARI|CHI|CAR,+2.5|-8.5|+2.5,2018_08_SF_ARI|2018_08_NYJ_CHI|2018_08_BAL_CAR,0.4262141203180726,WIN,1,3,False
2018,8,3,2018_08_SF_ARI-ARI|2018_08_NYJ_CHI-CHI|2018_08_MIA_HOU-HOU,ARI|CHI|HOU,+2.5|-8.5|-7.5,2018_08_SF_ARI|2018_08_NYJ_CHI|2018_08_MIA_HOU,0.42413103521289064,WIN,1,3,False
2018,8,3,2018_08_SF_ARI-ARI|2018_08_BAL_CAR-CAR|2018_08_MIA_HOU-HOU,ARI|CAR|HOU,+2.5|+2.5|-7.5,2018_08_SF_ARI|2018_08_BAL_CAR|2018_08_MIA_HOU,0.42088341870333135,WIN,1,3,False
2018,8,3,2018_08_NYJ_CHI-CHI|2018_08_BAL_CAR-CAR|2018_08_MIA_HOU-HOU,CHI|CAR|HOU,-8.5|+2.5|-7.5,2018_08_NYJ_CHI|2018_08_BAL_CAR|2018_08_MIA_HOU,0.4151185148221307,WIN,1,3,False
2018,9,2,2018_09_OAK_SF-SF|2018_09_ATL_WAS-ATL,SF|ATL,+1.5|+1.5,2018_09_OAK_SF|2018_09_ATL_WAS,0.5488563311488025,WIN,1,2,False
