leg_id,season,week,game_type,gameday,game_id,league,team,opponent,side,archived_reference_line,source_spread_line,teased_line,game_total,geometry_class,track,shape,side_class,secondary_reason,key_numbers_crossed,p_raw,bump,p_est,total_ok,final_margin,home_score,away_score,outcome,won,cover_margin,total_bucket,p_est_bucket,line_provenance
2022_07_IND_TEN-IND,2022,7,REG,2022-10-23,2022_07_IND_TEN,NFL,IND,TEN,away,2.5,2.5,8.5,43.0,PRIMARY,LIVE,+2.5,DOG,,2,0.6790759056139628,0.07,0.7490759056139629,True,-9,19,10,LOSS,0.0,-0.5,40.5-43,>=74%,archived_reference_line
2022_07_NO_ARI-NO,2022,7,REG,2022-10-20,2022_07_NO_ARI,NFL,NO,ARI,away,2.5,2.5,8.5,44.0,PRIMARY,LIVE,+2.5,DOG,,2,0.6752818581366227,0.07,0.7452818581366227,True,-8,42,34,WIN,1.0,0.5,43.5-45,>=74%,archived_reference_line
2022_07_PIT_MIA-MIA,2022,7,REG,2022-10-23,2022_07_PIT_MIA,NFL,MIA,PIT,home,-7.5,7.5,-1.5,44.5,PRIMARY,LIVE,-7.5,FAVORITE,,2,0.6734422108808652,0.07,0.7434422108808652,True,6,16,10,WIN,1.0,4.5,43.5-45,>=74%,archived_reference_line
2022_10_ATL_CAR-CAR,2022,10,REG,2022-11-10,2022_10_ATL_CAR,NFL,CAR,ATL,home,2.5,-2.5,8.5,41.5,PRIMARY,LIVE,+2.5,DOG,,2,0.6850713499837193,0.07,0.7550713499837194,True,10,25,15,WIN,1.0,18.5,40.5-43,>=74%,archived_reference_line
2022_10_DEN_TEN-DEN,2022,10,REG,2022-11-13,2022_10_DEN_TEN,NFL,DEN,TEN,away,2.5,2.5,8.5,40.0,PRIMARY,LIVE,+2.5,DOG,,2,0.6914624612740131,0.07,0.7614624612740131,True,-7,17,10,WIN,1.0,1.5,<=40,>=74%,archived_reference_line
2022_10_LAC_SF-SF,2022,10,REG,2022-11-13,2022_10_LAC_SF,NFL,SF,LAC,home,-8.5,8.5,-2.5,45.5,PRIMARY,LIVE,-8.5,FAVORITE,,2,0.6698722507821999,0.07,0.7398722507822,True,6,22,16,WIN,1.0,3.5,45.5-47,72-73.9%,archived_reference_line
2022_10_SEA_TB-SEA,2022,10,REG,2022-11-13,2022_10_SEA_TB,NFL,SEA,TB,away,2.5,2.5,8.5,45.0,PRIMARY,LIVE,+2.5,DOG,,2,0.6716393567181147,0.07,0.7416393567181148,True,-5,21,16,WIN,1.0,3.5,43.5-45,>=74%,archived_reference_line
2022_11_LA_NO-LA,2022,11,REG,2022-11-20,2022_11_LA_NO,NFL,LA,NO,away,2.5,2.5,8.5,39.5,PRIMARY,LIVE,+2.5,DOG,,2,0.6936871859805309,0.07,0.763687185980531,True,-7,27,20,WIN,1.0,1.5,<=40,>=74%,archived_reference_line
2022_11_LV_DEN-LV,2022,11,REG,2022-11-20,2022_11_LV_DEN,NFL,LV,DEN,away,2.5,2.5,8.5,41.5,PRIMARY,LIVE,+2.5,DOG,,2,0.6850713499837193,0.07,0.7550713499837194,True,6,16,22,WIN,1.0,14.5,40.5-43,>=74%,archived_reference_line
2022_12_CHI_NYJ-NYJ,2022,12,REG,2022-11-27,2022_12_CHI_NYJ,NFL,NYJ,CHI,home,-8.5,8.5,-2.5,36.5,PRIMARY,LIVE,-8.5,FAVORITE,,2,0.7081352362117709,0.07,0.7781352362117708,True,21,31,10,WIN,1.0,18.5,<=40,>=74%,archived_reference_line
2022_12_NE_MIN-NE,2022,12,REG,2022-11-24,2022_12_NE_MIN,NFL,NE,MIN,away,2.5,2.5,8.5,42.5,PRIMARY,LIVE,+2.5,DOG,,2,0.6810325947045215,0.07,0.7510325947045215,True,-7,33,26,WIN,1.0,1.5,40.5-43,>=74%,archived_reference_line
2022_12_PIT_IND-PIT,2022,12,REG,2022-11-28,2022_12_PIT_IND,NFL,PIT,IND,away,2.5,2.5,8.5,40.0,PRIMARY,LIVE,+2.5,DOG,,2,0.6914624612740131,0.07,0.7614624612740131,True,7,17,24,WIN,1.0,15.5,<=40,>=74%,archived_reference_line
2022_13_CLE_HOU-CLE,2022,13,REG,2022-12-04,2022_13_CLE_HOU,NFL,CLE,HOU,away,-7.5,-7.5,-1.5,47.0,PRIMARY,LIVE,-7.5,FAVORITE,,2,0.664775519361947,0.07,0.734775519361947,True,13,14,27,WIN,1.0,11.5,45.5-47,72-73.9%,archived_reference_line
2022_13_WAS_NYG-NYG,2022,13,REG,2022-12-04,2022_13_WAS_NYG,NFL,NYG,WAS,home,2.5,-2.5,8.5,40.0,PRIMARY,LIVE,+2.5,DOG,,2,0.6914624612740131,0.07,0.7614624612740131,True,0,20,20,WIN,1.0,8.5,<=40,>=74%,archived_reference_line
2022_14_BAL_PIT-BAL,2022,14,REG,2022-12-11,2022_14_BAL_PIT,NFL,BAL,PIT,away,1.5,1.5,7.5,37.0,PRIMARY,LIVE,+1.5,DOG,,2,0.7055878446841711,0.07,0.7755878446841711,True,2,14,16,WIN,1.0,9.5,<=40,>=74%,archived_reference_line
2022_14_KC_DEN-KC,2022,14,REG,2022-12-11,2022_14_KC_DEN,NFL,KC,DEN,away,-8.5,-8.5,-2.5,44.5,PRIMARY,LIVE,-8.5,FAVORITE,,2,0.6734422108808652,0.07,0.7434422108808652,True,6,28,34,WIN,1.0,3.5,43.5-45,>=74%,archived_reference_line
2022_14_PHI_NYG-PHI,2022,14,REG,2022-12-11,2022_14_PHI_NYG,NFL,PHI,NYG,away,-7.5,-7.5,-1.5,44.5,PRIMARY,LIVE,-7.5,FAVORITE,,2,0.6734422108808652,0.07,0.7434422108808652,True,26,22,48,WIN,1.0,24.5,43.5-45,>=74%,archived_reference_line
2022_15_ARI_DEN-ARI,2022,15,REG,2022-12-18,2022_15_ARI_DEN,NFL,ARI,DEN,away,1.5,1.5,7.5,37.5,PRIMARY,LIVE,+1.5,DOG,,2,0.7030985713961488,0.07,0.7730985713961489,True,-9,24,15,LOSS,0.0,-1.5,<=40,>=74%,archived_reference_line
2022_15_BAL_CLE-BAL,2022,15,REG,2022-12-17,2022_15_BAL_CLE,NFL,BAL,CLE,away,2.5,2.5,8.5,39.5,PRIMARY,LIVE,+2.5,DOG,,2,0.6936871859805309,0.07,0.763687185980531,True,-10,13,3,LOSS,0.0,-1.5,<=40,>=74%,archived_reference_line
2022_15_PIT_CAR-PIT,2022,15,REG,2022-12-18,2022_15_PIT_CAR,NFL,PIT,CAR,away,2.5,2.5,8.5,36.5,PRIMARY,LIVE,+2.5,DOG,,2,0.7081352362117709,0.07,0.7781352362117708,True,8,16,24,WIN,1.0,16.5,<=40,>=74%,archived_reference_line
2022_16_DET_CAR-CAR,2022,16,REG,2022-12-24,2022_16_DET_CAR,NFL,CAR,DET,home,2.5,-2.5,8.5,43.5,PRIMARY,LIVE,+2.5,DOG,,2,0.6771593818727903,0.07,0.7471593818727904,True,14,37,23,WIN,1.0,22.5,43.5-45,>=74%,archived_reference_line
2022_16_JAX_NYJ-JAX,2022,16,REG,2022-12-22,2022_16_JAX_NYJ,NFL,JAX,NYJ,away,2.5,2.5,8.5,36.5,PRIMARY,LIVE,+2.5,DOG,,2,0.7081352362117709,0.07,0.7781352362117708,True,16,3,19,WIN,1.0,24.5,<=40,>=74%,archived_reference_line
2022_16_LV_PIT-LV,2022,16,REG,2022-12-24,2022_16_LV_PIT,NFL,LV,PIT,away,2.5,2.5,8.5,38.5,PRIMARY,LIVE,+2.5,DOG,,2,0.6982871529359227,0.07,0.7682871529359228,True,-3,13,10,WIN,1.0,5.5,<=40,>=74%,archived_reference_line
2022_16_TB_ARI-TB,2022,16,REG,2022-12-25,2022_16_TB_ARI,NFL,TB,ARI,away,-7.5,-7.5,-1.5,41.5,PRIMARY,LIVE,-7.5,FAVORITE,,2,0.6850713499837193,0.07,0.7550713499837194,True,3,16,19,WIN,1.0,1.5,40.5-43,>=74%,archived_reference_line
2022_18_CLE_PIT-CLE,2022,18,REG,2023-01-08,2022_18_CLE_PIT,NFL,CLE,PIT,away,2.5,2.5,8.5,40.0,PRIMARY,LIVE,+2.5,DOG,,2,0.6914624612740131,0.07,0.7614624612740131,True,-14,28,14,LOSS,0.0,-5.5,<=40,>=74%,archived_reference_line
2022_18_DAL_WAS-DAL,2022,18,REG,2023-01-08,2022_18_DAL_WAS,NFL,DAL,WAS,away,-7.5,-7.5,-1.5,40.5,PRIMARY,LIVE,-7.5,FAVORITE,,2,0.6892858751269062,0.07,0.7592858751269063,True,-20,26,6,LOSS,0.0,-21.5,40.5-43,>=74%,archived_reference_line
2022_19_BAL_CIN-CIN,2022,19,WC,2023-01-15,2022_19_BAL_CIN,NFL,CIN,BAL,home,-7.5,7.5,-1.5,40.0,PRIMARY,LIVE,-7.5,FAVORITE,,2,0.6914624612740131,0.07,0.7614624612740131,True,7,24,17,WIN,1.0,5.5,<=40,>=74%,archived_reference_line
2022_19_DAL_TB-TB,2022,19,WC,2023-01-16,2022_19_DAL_TB,NFL,TB,DAL,home,2.5,-2.5,8.5,45.5,PRIMARY,LIVE,+2.5,DOG,,2,0.6698722507821999,0.07,0.7398722507822,True,-17,14,31,LOSS,0.0,-8.5,45.5-47,72-73.9%,archived_reference_line
2022_21_SF_PHI-SF,2022,21,CON,2023-01-29,2022_21_SF_PHI,NFL,SF,PHI,away,2.5,2.5,8.5,45.0,PRIMARY,LIVE,+2.5,DOG,,2,0.6716393567181147,0.07,0.7416393567181148,True,-24,31,7,LOSS,0.0,-15.5,43.5-45,>=74%,archived_reference_line
