season,week,n_legs,leg_ids,teams,shapes,game_ids,predicted_p_ticket,outcome,won,n_legs_winning,same_game_legs
2024,3,2,2024_03_CHI_IND-CHI|2024_03_WAS_CIN-CIN,CHI|CIN,+1.5|-7.5,2024_03_CHI_IND|2024_03_WAS_CIN,0.5529228029588968,LOSS,0,1,False
2024,4,2,2024_04_CLE_LV-LV|2024_04_TEN_MIA-TEN,LV|TEN,+2.5|+2.5,2024_04_CLE_LV|2024_04_TEN_MIA,0.6035122307262957,WIN,1,2,False
2024,4,2,2024_04_CLE_LV-LV|2024_04_DEN_NYJ-NYJ,LV|NYJ,+2.5|-7.5,2024_04_CLE_LV|2024_04_DEN_NYJ,0.594251908854863,LOSS,0,1,False
2024,4,2,2024_04_CLE_LV-LV|2024_04_PIT_IND-IND,LV|IND,+2.5|+2.5,2024_04_CLE_LV|2024_04_PIT_IND,0.5925207721698506,WIN,1,2,False
2024,4,2,2024_04_TEN_MIA-TEN|2024_04_DEN_NYJ-NYJ,TEN|NYJ,+2.5|-7.5,2024_04_TEN_MIA|2024_04_DEN_NYJ,0.5923064985875597,LOSS,0,1,False
2024,4,2,2024_04_TEN_MIA-TEN|2024_04_PIT_IND-IND,TEN|IND,+2.5|+2.5,2024_04_TEN_MIA|2024_04_PIT_IND,0.5905810291474158,WIN,1,2,False
2024,4,2,2024_04_DEN_NYJ-NYJ|2024_04_PIT_IND-IND,NYJ|IND,-7.5|+2.5,2024_04_DEN_NYJ|2024_04_PIT_IND,0.5815191242801601,LOSS,0,1,False
2024,4,3,2024_04_CLE_LV-LV|2024_04_TEN_MIA-TEN|2024_04_DEN_NYJ-NYJ,LV|TEN|NYJ,+2.5|+2.5|-7.5,2024_04_CLE_LV|2024_04_TEN_MIA|2024_04_DEN_NYJ,0.46089455718819766,LOSS,0,2,False
2024,4,3,2024_04_CLE_LV-LV|2024_04_TEN_MIA-TEN|2024_04_PIT_IND-IND,LV|TEN|IND,+2.5|+2.5|+2.5,2024_04_CLE_LV|2024_04_TEN_MIA|2024_04_PIT_IND,0.45955190861781514,WIN,1,3,False
2024,4,3,2024_04_CLE_LV-LV|2024_04_DEN_NYJ-NYJ|2024_04_PIT_IND-IND,LV|NYJ|IND,+2.5|-7.5|+2.5,2024_04_CLE_LV|2024_04_DEN_NYJ|2024_04_PIT_IND,0.45250052113340444,LOSS,0,2,False
2024,4,3,2024_04_TEN_MIA-TEN|2024_04_DEN_NYJ-NYJ|2024_04_PIT_IND-IND,TEN|NYJ|IND,+2.5|-7.5|+2.5,2024_04_TEN_MIA|2024_04_DEN_NYJ|2024_04_PIT_IND,0.4510191642430759,LOSS,0,2,False
2024,5,2,2024_05_NYJ_MIN-NYJ|2024_05_DAL_PIT-DAL,NYJ|DAL,+2.5|+2.5,2024_05_NYJ_MIN|2024_05_DAL_PIT,0.5626339210068675,WIN,1,2,False
2024,5,2,2024_05_NYJ_MIN-NYJ|2024_05_TB_ATL-TB,NYJ|TB,+2.5|+2.5,2024_05_NYJ_MIN|2024_05_TB_ATL,0.5612200880722991,WIN,1,2,False
2024,5,2,2024_05_DAL_PIT-DAL|2024_05_TB_ATL-TB,DAL|TB,+2.5|+2.5,2024_05_DAL_PIT|2024_05_TB_ATL,0.5568443324463637,WIN,1,2,False
2024,5,3,2024_05_NYJ_MIN-NYJ|2024_05_DAL_PIT-DAL|2024_05_TB_ATL-TB,NYJ|DAL|TB,+2.5|+2.5|+2.5,2024_05_NYJ_MIN|2024_05_DAL_PIT|2024_05_TB_ATL,0.419320854098692,WIN,1,3,False
2024,6,2,2024_06_IND_TEN-IND|2024_06_JAX_CHI-CHI,IND|CHI,+2.5|+1.5,2024_06_IND_TEN|2024_06_JAX_CHI,0.5598347772886989,WIN,1,2,False
2024,8,2,2024_08_BAL_CLE-BAL|2024_08_CHI_WAS-CHI,BAL|CHI,-7.5|+1.5,2024_08_BAL_CLE|2024_08_CHI_WAS,0.5475015389552457,LOSS,0,1,False
2024,8,2,2024_08_BAL_CLE-BAL|2024_08_ATL_TB-TB,BAL|TB,-7.5|+1.5,2024_08_BAL_CLE|2024_08_ATL_TB,0.5462631366155818,LOSS,0,1,False
2024,8,2,2024_08_CHI_WAS-CHI|2024_08_ATL_TB-TB,CHI|TB,+1.5|+1.5,2024_08_CHI_WAS|2024_08_ATL_TB,0.541119029494778,WIN,1,2,False
2024,8,3,2024_08_BAL_CLE-BAL|2024_08_CHI_WAS-CHI|2024_08_ATL_TB-TB,BAL|CHI|TB,-7.5|+1.5|+1.5,2024_08_BAL_CLE|2024_08_CHI_WAS|2024_08_ATL_TB,0.4022907276373059,LOSS,0,2,False
2024,9,2,2024_09_HOU_NYJ-HOU|2024_09_CHI_ARI-CHI,HOU|CHI,+2.5|+1.5,2024_09_HOU_NYJ|2024_09_CHI_ARI,0.5554698227398879,LOSS,0,1,False
2024,9,2,2024_09_HOU_NYJ-HOU|2024_09_JAX_PHI-PHI,HOU|PHI,+2.5|-7.5,2024_09_HOU_NYJ|2024_09_JAX_PHI,0.5515081403446485,WIN,1,2,False
2024,9,2,2024_09_CHI_ARI-CHI|2024_09_JAX_PHI-PHI,CHI|PHI,+1.5|-7.5,2024_09_CHI_ARI|2024_09_JAX_PHI,0.5487643481754847,LOSS,0,1,False
2024,9,3,2024_09_HOU_NYJ-HOU|2024_09_CHI_ARI-CHI|2024_09_JAX_PHI-PHI,HOU|CHI|PHI,+2.5|+1.5|-7.5,2024_09_HOU_NYJ|2024_09_CHI_ARI|2024_09_JAX_PHI,0.4100144311766199,LOSS,0,2,False
2024,10,2,2024_10_DEN_KC-KC|2024_10_PHI_DAL-PHI,KC|PHI,-7.5|-7.5,2024_10_DEN_KC|2024_10_PHI_DAL,0.5583493326507223,WIN,1,2,False
2024,10,2,2024_10_DEN_KC-KC|2024_10_PIT_WAS-PIT,KC|PIT,-7.5|+1.5,2024_10_DEN_KC|2024_10_PIT_WAS,0.5569953304109979,WIN,1,2,False
2024,10,2,2024_10_PHI_DAL-PHI|2024_10_PIT_WAS-PIT,PHI|PIT,-7.5|+1.5,2024_10_PHI_DAL|2024_10_PIT_WAS,0.5513660030347779,WIN,1,2,False
2024,10,3,2024_10_DEN_KC-KC|2024_10_PHI_DAL-PHI|2024_10_PIT_WAS-PIT,KC|PHI|PIT,-7.5|-7.5|+1.5,2024_10_DEN_KC|2024_10_PHI_DAL|2024_10_PIT_WAS,0.41409383989107035,WIN,1,3,False
2024,11,2,2024_11_HOU_DAL-HOU|2024_11_KC_BUF-KC,HOU|KC,-7.5|+2.5,2024_11_HOU_DAL|2024_11_KC_BUF,0.5560657171285477,LOSS,0,1,False
2024,15,2,2024_15_DAL_CAR-DAL|2024_15_WAS_NO-WAS,DAL|WAS,+2.5|-7.5,2024_15_DAL_CAR|2024_15_WAS_NO,0.5598347772886989,LOSS,0,1,False
2024,15,2,2024_15_DAL_CAR-DAL|2024_15_MIA_HOU-MIA,DAL|MIA,+2.5|+2.5,2024_15_DAL_CAR|2024_15_MIA_HOU,0.5545628673403785,WIN,1,2,False
2024,15,2,2024_15_WAS_NO-WAS|2024_15_MIA_HOU-MIA,WAS|MIA,-7.5|+2.5,2024_15_WAS_NO|2024_15_MIA_HOU,0.5475015389552457,LOSS,0,1,False
2024,15,3,2024_15_DAL_CAR-DAL|2024_15_WAS_NO-WAS|2024_15_MIA_HOU-MIA,DAL|WAS|MIA,+2.5|-7.5|+2.5,2024_15_DAL_CAR|2024_15_WAS_NO|2024_15_MIA_HOU,0.4122854441679629,LOSS,0,2,False
2024,16,2,2024_16_JAX_LV-JAX|2024_16_MIN_SEA-SEA,JAX|SEA,+2.5|+2.5,2024_16_JAX_LV|2024_16_MIN_SEA,0.5656057552922121,WIN,1,2,False
2024,17,2,2024_17_DAL_PHI-PHI|2024_17_IND_NYG-IND,PHI|IND,-7.5|-7.5,2024_17_DAL_PHI|2024_17_IND_NYG,0.587002825341886,LOSS,0,1,False
2024,18,2,2024_18_HOU_TEN-HOU|2024_18_SEA_LA-SEA,HOU|SEA,+2.5|-7.5,2024_18_HOU_TEN|2024_18_SEA_LA,0.5978313052282631,WIN,1,2,False
2024,18,2,2024_18_HOU_TEN-HOU|2024_18_MIA_NYJ-MIA,HOU|MIA,+2.5|+1.5,2024_18_HOU_TEN|2024_18_MIA_NYJ,0.594251908854863,LOSS,0,1,False
2024,18,2,2024_18_SEA_LA-SEA|2024_18_MIA_NYJ-MIA,SEA|MIA,-7.5|+1.5,2024_18_SEA_LA|2024_18_MIA_NYJ,0.5867310538506287,LOSS,0,1,False
2024,18,3,2024_18_HOU_TEN-HOU|2024_18_SEA_LA-SEA|2024_18_MIA_NYJ-MIA,HOU|SEA|MIA,+2.5|-7.5|+1.5,2024_18_HOU_TEN|2024_18_SEA_LA|2024_18_MIA_NYJ,0.45655610718084016,LOSS,0,2,False
